ID_EMPRESA;ID_ALMOX;DATA_INICIAL;COD_PRODUTO;SALDO
1;36;01/01/1990 00:00;04215          ;0
1;36;01/01/1990 00:00;04221          ;0
1;36;01/01/1990 00:00;04239          ;0
1;36;01/01/1990 00:00;04286          ;0
1;36;01/01/1990 00:00;04311          ;0
1;36;01/01/1990 00:00;04326          ;0
1;36;01/01/1990 00:00;04329          ;0
1;36;01/01/1990 00:00;04335          ;0
1;36;01/01/1990 00:00;04338          ;0
1;36;01/01/1990 00:00;04339          ;0
1;36;01/01/1990 00:00;04350          ;0
1;36;01/01/1990 00:00;04365          ;0
1;36;01/01/1990 00:00;04449          ;0
1;36;01/01/1990 00:00;04483          ;0
1;36;01/01/1990 00:00;04521          ;0
1;36;01/01/1990 00:00;04537          ;0
1;36;01/01/1990 00:00;04545          ;0
1;36;01/01/1990 00:00;04575          ;0
1;36;01/01/1990 00:00;04593          ;0
1;36;01/01/1990 00:00;04632          ;0
1;36;01/01/1990 00:00;04712;0
1;36;01/01/1990 00:00;04734          ;0
1;36;01/01/1990 00:00;04742          ;0
1;36;01/01/1990 00:00;04801;0
1;36;01/01/1990 00:00;04835          ;0
1;36;01/01/1990 00:00;04842          ;0
1;36;01/01/1990 00:00;04849          ;0
1;36;01/01/1990 00:00;04873          ;0
1;36;01/01/1990 00:00;04887;0
1;36;01/01/1990 00:00;04892          ;0
1;36;01/01/1990 00:00;04949          ;0
1;36;01/01/1990 00:00;05020          ;0
1;36;01/01/1990 00:00;05035          ;0
1;36;01/01/1990 00:00;05065          ;0
1;36;01/01/1990 00:00;05202          ;0
1;36;01/01/1990 00:00;05536          ;0
1;36;01/01/1990 00:00;05871          ;0
1;36;01/01/1990 00:00;06040          ;0
1;36;01/01/1990 00:00;06067          ;0
1;36;01/01/1990 00:00;06317          ;0
1;36;01/01/1990 00:00;06544          ;0
1;36;01/01/1990 00:00;06734          ;0
1;36;01/01/1990 00:00;06735          ;0
1;36;01/01/1990 00:00;06921;0
1;36;01/01/1990 00:00;07098          ;0
1;36;01/01/1990 00:00;07125          ;0
1;36;01/01/1990 00:00;07136          ;0
1;36;01/01/1990 00:00;07168          ;0
1;36;01/01/1990 00:00;07169          ;0
1;36;01/01/1990 00:00;07369          ;0
1;36;01/01/1990 00:00;07575          ;0
1;36;01/01/1990 00:00;07716          ;0
1;36;01/01/1990 00:00;08276          ;0
1;36;01/01/1990 00:00;08277          ;0
1;36;01/01/1990 00:00;08650          ;0
1;36;01/01/1990 00:00;08696;0
1;36;01/01/1990 00:00;08697;0
1;36;01/01/1990 00:00;08816;0
1;36;01/01/1990 00:00;09756          ;0
1;36;01/01/1990 00:00;10085;0
1;36;01/01/1990 00:00;10109          ;0
1;36;01/01/1990 00:00;10676          ;0
1;36;01/01/1990 00:00;19403;0
1;36;01/01/1990 00:00;21012          ;0
1;36;01/01/1990 00:00;21116          ;0
1;36;01/01/1990 00:00;21156          ;0
1;36;01/01/1990 00:00;21476          ;0
1;36;01/01/1990 00:00;21575          ;0
1;36;01/01/1990 00:00;21599          ;0
1;36;01/01/1990 00:00;21600          ;0
1;36;01/01/1990 00:00;21848          ;0
1;36;01/01/1990 00:00;21850          ;0
1;36;02/08/2016 00:00;22000;20
1;36;01/01/1990 00:00;22021          ;0
1;36;01/01/1990 00:00;22043          ;0
1;36;01/01/1990 00:00;22052          ;0
1;36;01/01/1990 00:00;22055          ;0
1;36;01/01/1990 00:00;22056          ;0
1;36;01/01/1990 00:00;22057          ;0
1;36;01/01/1990 00:00;22059          ;0
1;36;01/01/1990 00:00;22061          ;0
1;36;01/01/1990 00:00;22062          ;0
1;36;01/01/1990 00:00;22087;0
1;36;01/01/1990 00:00;22481          ;0
1;36;01/01/1990 00:00;23016          ;0
1;36;01/01/1990 00:00;23018          ;0
1;36;01/01/1990 00:00;23066          ;0
1;36;01/01/1990 00:00;23069          ;0
1;36;01/01/1990 00:00;23123          ;0
1;36;01/01/1990 00:00;23220          ;0
1;36;01/01/1990 00:00;23221          ;0
1;36;01/01/1990 00:00;23227          ;0
1;36;01/01/1990 00:00;23228          ;0
1;36;01/01/1990 00:00;23229          ;0
1;36;01/01/1990 00:00;23230          ;0
1;36;01/01/1990 00:00;23232          ;0
1;36;01/01/1990 00:00;23239          ;0
1;36;01/01/1990 00:00;23277          ;0
1;36;01/01/1990 00:00;23400          ;0
1;36;01/01/1990 00:00;23405          ;0
1;36;01/01/1990 00:00;23469          ;0
1;36;01/01/1990 00:00;23474          ;0
1;36;01/01/1990 00:00;23511          ;0
1;36;01/01/1990 00:00;23529          ;0
1;36;01/01/1990 00:00;23555          ;0
1;36;01/01/1990 00:00;23558          ;0
1;36;01/01/1990 00:00;23559          ;0
1;36;01/01/1990 00:00;23620          ;0
1;36;01/01/1990 00:00;23714          ;0
1;36;01/01/1990 00:00;23762          ;0
1;36;01/01/1990 00:00;23767          ;0
1;36;01/01/1990 00:00;23770          ;0
1;36;01/01/1990 00:00;23771          ;0
1;36;01/01/1990 00:00;23788          ;0
1;36;01/01/1990 00:00;23845          ;0
1;36;01/01/1990 00:00;23899          ;0
1;36;01/01/1990 00:00;23987          ;0
1;36;01/01/1990 00:00;24227          ;0
1;36;01/01/1990 00:00;24307          ;0
1;36;01/01/1990 00:00;24308          ;0
1;36;01/01/1990 00:00;24416          ;0
1;36;01/01/1990 00:00;24790          ;0
1;36;01/01/1990 00:00;24802          ;0
1;36;01/01/1990 00:00;24803          ;0
1;36;01/01/1990 00:00;24804          ;0
1;36;01/01/1990 00:00;24806          ;0
1;36;01/01/1990 00:00;24807          ;0
1;36;01/01/1990 00:00;24843          ;0
1;36;01/01/1990 00:00;24845          ;0
1;36;01/01/1990 00:00;24880          ;0
1;36;01/01/1990 00:00;24938          ;0
1;36;01/01/1990 00:00;24942          ;0
1;36;02/08/2016 00:00;24998;300
1;36;01/01/1990 00:00;25261          ;0
1;36;01/01/1990 00:00;25376          ;0
1;36;01/01/1990 00:00;25432          ;0
1;36;01/01/1990 00:00;25442          ;0
1;36;01/01/1990 00:00;25876          ;0
1;36;01/01/1990 00:00;26198;0
1;36;01/01/1990 00:00;27115          ;0
1;36;01/01/1990 00:00;27437          ;0
1;36;01/01/1990 00:00;27549          ;0
1;36;01/01/1990 00:00;27618          ;0
1;36;01/01/1990 00:00;27895          ;0
1;36;01/01/1990 00:00;27972          ;0
1;36;01/01/1990 00:00;27980          ;0
1;36;02/08/2016 00:00;28023;30
1;36;01/01/1990 00:00;29135          ;0
1;36;01/01/1990 00:00;29350          ;0
1;36;01/01/1990 00:00;29381          ;0
1;36;01/01/1990 00:00;29412          ;0
1;36;01/01/1990 00:00;30093          ;0
1;36;01/01/1990 00:00;30187          ;0
1;36;01/01/1990 00:00;30266;0
1;36;01/01/1990 00:00;30309;0
1;36;01/01/1990 00:00;30342;0
1;36;01/01/1990 00:00;30764;0
1;36;01/01/1990 00:00;30871          ;0
1;36;01/01/1990 00:00;31002;0
1;36;01/01/1990 00:00;31020          ;0
1;36;01/01/1990 00:00;31095;0
1;36;01/01/1990 00:00;31133          ;0
1;36;01/01/1990 00:00;31438;0
1;36;01/01/1990 00:00;31764          ;0
1;36;01/01/1990 00:00;31880          ;0
1;36;01/01/1990 00:00;32017;0
1;36;01/01/1990 00:00;32223          ;0
1;36;01/01/1990 00:00;32605          ;0
1;36;01/01/1990 00:00;32919          ;0
1;36;01/01/1990 00:00;33012          ;0
1;36;01/01/1990 00:00;33214          ;0
1;36;01/01/1990 00:00;33267          ;0
1;36;01/01/1990 00:00;33697          ;0
1;36;01/01/1990 00:00;33853          ;0
1;36;01/01/1990 00:00;33865          ;0
1;36;01/01/1990 00:00;34412          ;0
1;36;01/01/1990 00:00;34568          ;0
1;36;02/08/2016 00:00;34569;1
1;36;02/08/2016 00:00;34570;1
1;36;02/08/2016 00:00;34571;7
1;36;01/01/1990 00:00;34605          ;0
1;36;01/01/1990 00:00;34766          ;0
1;36;01/01/1990 00:00;34783          ;0
1;36;01/01/1990 00:00;34854          ;0
1;36;01/01/1990 00:00;35154          ;0
1;36;01/01/1990 00:00;35213          ;0
1;36;02/08/2016 00:00;35548;15
1;36;01/01/1990 00:00;35563          ;0
1;36;01/01/1990 00:00;35582          ;0
1;36;01/01/1990 00:00;35585;0
1;36;01/01/1990 00:00;35616          ;0
1;36;01/01/1990 00:00;35742          ;0
1;36;01/01/1990 00:00;35816;0
1;36;01/01/1990 00:00;35826          ;0
1;36;01/01/1990 00:00;35858          ;0
1;36;01/01/1990 00:00;36016          ;0
1;36;01/01/1990 00:00;36160          ;0
1;36;02/08/2016 00:00;36206;1
1;36;01/01/1990 00:00;36208;0
1;36;01/01/1990 00:00;36394          ;0
1;36;01/01/1990 00:00;36395          ;0
1;36;01/01/1990 00:00;36492          ;0
1;36;01/01/1990 00:00;36533          ;0
1;36;01/01/1990 00:00;36680          ;0
1;36;01/01/1990 00:00;36692          ;0
1;36;01/01/1990 00:00;36752          ;0
1;36;01/01/1990 00:00;36753          ;0
1;36;01/01/1990 00:00;36793;0
1;36;01/01/1990 00:00;36981;0
1;36;02/08/2016 00:00;37120;2
1;36;01/01/1990 00:00;37189          ;0
1;36;01/01/1990 00:00;37199          ;0
1;36;01/01/1990 00:00;37329;0
1;36;01/01/1990 00:00;37345          ;0
1;36;01/01/1990 00:00;37351          ;0
1;36;01/01/1990 00:00;37434          ;0
1;36;01/01/1990 00:00;38210          ;0
1;36;01/01/1990 00:00;38360          ;0
1;36;01/01/1990 00:00;38391          ;0
1;36;01/01/1990 00:00;38502          ;0
1;36;01/01/1990 00:00;38703;0
1;36;01/01/1990 00:00;38714          ;0
1;36;01/01/1990 00:00;38829;0
1;36;01/01/1990 00:00;39081          ;0
1;36;01/01/1990 00:00;39096;0
1;36;01/01/1990 00:00;40088          ;0
1;36;01/01/1990 00:00;40252          ;0
1;36;01/01/1990 00:00;40737          ;0
1;36;01/01/1990 00:00;40739          ;0
1;36;01/01/1990 00:00;40740          ;0
1;36;01/01/1990 00:00;40781          ;0
1;36;01/01/1990 00:00;40783          ;0
1;36;01/01/1990 00:00;41193          ;0
1;36;01/01/1990 00:00;41889          ;0
1;36;01/01/1990 00:00;42458;0
1;36;01/01/1990 00:00;43020          ;0
1;36;01/01/1990 00:00;43021          ;0
1;36;01/01/1990 00:00;43392          ;0
1;36;01/01/1990 00:00;43967          ;0
1;36;01/01/1990 00:00;48805          ;0
1;36;01/01/1990 00:00;48810          ;0
1;36;01/01/1990 00:00;48965          ;0
1;36;01/01/1990 00:00;49302          ;0
1;36;01/01/1990 00:00;49354          ;0
1;36;01/01/1990 00:00;49665          ;0
1;36;01/01/1990 00:00;49766          ;0
1;36;01/01/1990 00:00;49793          ;0
1;36;01/01/1990 00:00;49898          ;0
1;36;01/01/1990 00:00;50565          ;0
1;36;01/01/1990 00:00;50566          ;0
1;36;01/01/1990 00:00;50662          ;0
1;36;01/01/1990 00:00;51149          ;0
1;36;01/01/1990 00:00;51321          ;0
1;36;01/01/1990 00:00;51693;0
1;36;01/01/1990 00:00;51940          ;0
1;36;01/01/1990 00:00;52495          ;0
1;36;01/01/1990 00:00;53529          ;0
1;36;01/01/1990 00:00;53831          ;0
1;36;01/01/1990 00:00;54096          ;0
1;36;01/01/1990 00:00;54573          ;0
1;36;01/01/1990 00:00;54947          ;0
1;36;01/01/1990 00:00;54973          ;0
1;36;01/01/1990 00:00;55790          ;0
1;36;01/01/1990 00:00;56365          ;0
1;36;01/01/1990 00:00;56385          ;0
1;36;01/01/1990 00:00;56394          ;0
1;36;01/01/1990 00:00;56811          ;0
1;36;01/01/1990 00:00;56934          ;0
1;36;01/01/1990 00:00;63600          ;0
1;36;01/01/1990 00:00;64770          ;0
1;36;01/01/1990 00:00;65273          ;0
1;36;01/01/1990 00:00;66523;0
1;36;01/01/1990 00:00;67256;0
1;36;01/01/1990 00:00;67627;0
