ID_EMPRESA;MATRICULA
1;027301
1;027311
1;027317
1;027327
1;027328
1;027343
1;027347
1;027366
1;027368
1;027369
1;027372
1;027373
1;027376
1;027380
1;027391
1;027413
1;027419
1;027420
1;027422
1;027426
1;027427
1;027436
1;027446
1;027450
1;027455
1;027457
1;027467
1;027472
1;027488
1;027496
1;027563
1;027566
1;027567
1;027569
1;027570
1;027576
1;027584
1;027589
1;027592
1;027604
1;027611
1;027615
1;027623
1;027636
1;027640
1;027644
1;027651
1;027660
1;027662
1;027670
1;027699
1;027703
1;027732
1;027738
1;027756
1;027774
1;027786
1;027790
1;027791
1;027795
1;027802
1;027803
1;027806
1;027811
1;027820
1;027823
1;027832
1;027852
1;027853
1;027858
1;027859
1;027864
1;027865
1;027866
1;027867
1;027870
1;027872
1;027876
1;027880
1;027886
1;027897
1;027902
1;027907
1;027913
1;027916
1;027927
1;027933
1;027939
1;027942
1;027943
1;027944
1;027948
1;027950
1;027967
1;027971
1;027977
1;027978
1;027986
1;027997
1;028008
1;028018
1;028023
1;028037
1;028061
1;028062
1;028063
1;028081
1;028082
1;028090
1;028096
1;028098
1;028104
1;028109
1;028115
1;028159
1;028161
1;028165
1;028173
1;028175
1;028183
1;028191
1;028192
1;028278
1;028283
1;028285
1;028293
1;028334
1;028361
1;028372
1;028376
1;028377
1;028388
1;028432
1;028452
1;028454
1;028455
1;028465
1;028468
1;028480
1;028484
1;028485
1;028488
1;028489
1;028490
1;028491
1;028497
1;028509
1;028510
1;028515
1;028521
1;028527
1;028538
1;028546
1;028553
1;028556
1;028557
1;028564
1;028573
1;028578
1;028633
1;028634
1;028642
1;028718
1;028723
1;028724
1;028733
1;028753
1;028844
1;028857
1;028872
1;028874
1;028876
1;028889
1;028898
1;028910
1;028917
1;028920
1;028922
1;028932
1;028943
1;028951
1;028953
1;028971
1;028975
1;028978
1;028979
1;028984
1;028988
1;029000
1;029003
1;029050
1;029058
1;029080
1;029083
1;029086
1;029097
1;029105
1;029112
1;029113
1;029114
1;029119
1;029120
1;029121
1;029168
1;029190
1;029207
1;029214
1;029216
1;029242
1;029251
1;029270
1;029271
1;029330
1;029333
1;029334
1;029344
1;029346
1;029352
1;029354
1;029373
1;029378
1;029381
1;029401
1;029439
1;029469
1;029472
1;029483
1;029485
1;029495
1;029496
1;029529
1;029568
1;029591
1;029595
1;029599
1;029605
1;029640
1;029711
1;029738
1;029749
1;029757
1;029763
1;029766
1;029769
1;029771
1;029773
1;029776
1;029777
1;029779
1;029784
1;029785
1;029787
1;029788
1;029793
1;029800
1;029801
1;029802
1;029807
1;029808
1;029809
1;029811
1;029812
1;029813
1;029870
1;029871
1;029872
1;029873
1;029875
1;029876
1;029877
1;029878
1;029879
1;029880
1;029881
1;029882
1;029884
1;029885
1;029888
1;029889
1;029893
1;029897
1;029898
1;029901
1;029905
1;029908
1;029912
1;029913
1;029919
1;029923
1;029926
1;029934
1;029936
1;029939
1;029941
1;029948
1;029950
1;029952
1;029954
1;029956
1;029957
1;029959
1;029962
1;029963
1;029964
1;029968
1;029970
1;029971
1;029972
1;029974
1;029975
1;029976
1;029978
1;029982
1;029986
1;029990
1;029991
1;029992
1;029993
1;029995
1;029996
1;029998
1;030000
1;030001
1;030003
1;030004
1;030005
1;030006
1;030007
1;030014
1;030015
1;030019
1;030020
1;030023
1;030029
1;030033
1;030035
1;030036
1;030039
1;030044
1;030047
1;030050
1;030052
1;030053
1;030054
1;030056
1;030058
1;030059
1;030063
1;030070
1;030071
1;030073
1;030074
1;030075
1;030076
1;030078
1;030079
1;030080
1;030084
1;030085
1;030086
1;030088
1;030089
1;030090
1;030091
1;030094
1;030095
1;030097
1;030100
1;030104
1;030106
1;030107
1;030108
1;030111
1;030116
1;030124
1;030125
1;030126
1;030129
1;030137
1;030139
1;030141
1;030146
1;030152
1;030155
1;030158
1;030163
1;030164
1;030165
1;030168
1;030170
1;030172
1;030174
1;030182
1;030186
1;030187
1;030188
1;030193
1;030196
1;030197
1;030199
1;030202
1;030204
1;030205
1;030208
1;030209
1;030210
1;030211
1;030216
1;030220
1;030221
1;030222
1;030225
1;030229
1;030234
1;030235
1;030236
1;030237
1;030241
1;030244
1;030248
1;030253
1;030254
1;030258
1;030260
1;030261
1;030262
1;030264
1;030266
1;030267
1;030269
1;030270
1;030272
1;030273
1;030281
1;030286
1;030287
1;030289
1;030290
1;030292
1;030297
1;030300
1;030303
1;030306
1;030308
1;030309
1;030310
1;030311
1;030312
1;030313
1;030314
1;030315
1;030316
1;030317
1;030321
1;030326
1;030331
1;030332
1;030333
1;030335
1;030338
1;030339
1;030340
1;030341
1;030343
1;030344
1;030346
1;030348
1;030351
1;030352
1;030353
1;030354
1;030359
1;030364
1;030366
1;030369
1;030372
1;030374
1;030375
1;030378
1;030379
1;030382
1;030388
1;030389
1;030391
1;030392
1;030394
1;030395
1;030396
1;030397
1;030399
1;030401
1;030403
1;030407
1;030408
1;030409
1;030410
1;030411
1;030414
1;030415
1;030418
1;030419
1;030420
1;030421
1;030422
1;030423
1;030424
1;030425
1;030429
1;030431
1;030432
1;030433
1;030437
1;030438
1;030443
1;030444
1;030446
1;030451
1;030456
1;030461
1;030462
1;030465
1;030469
1;030471
1;030475
1;030477
1;030480
1;030481
1;030482
1;030484
1;030488
1;030491
1;030492
1;030493
1;030495
1;030498
1;030499
1;030504
1;030506
1;030508
1;030510
1;030511
1;030515
1;030516
1;030519
1;030521
1;030523
1;030524
1;030527
1;030530
1;030533
1;030535
1;030536
1;030539
1;030540
1;030541
1;030542
1;030544
1;030545
1;030546
1;030548
1;030550
1;030555
1;030556
1;030558
1;030560
1;030562
1;030563
1;030564
1;030565
1;030567
1;030569
1;030570
1;030577
1;030578
1;030579
1;030581
1;030582
1;030586
1;030588
1;030593
1;030594
1;030595
1;030598
1;030600
1;030608
1;030609
1;030610
1;030611
1;030621
1;030623
1;030624
1;030625
1;030626
1;030628
1;030636
1;030639
1;030641
1;030642
1;030644
1;030650
1;030652
1;030653
1;030655
1;030658
1;030659
1;030660
1;030661
1;030664
1;030665
1;030666
1;030667
1;030668
1;030669
1;030670
1;030673
1;030677
1;030678
1;030680
1;030682
1;030683
1;030685
1;030686
1;030688
1;030690
1;030694
1;030695
1;030701
1;030702
1;030703
1;030704
1;030706
1;030708
1;030709
1;030710
1;030714
1;030716
1;030720
1;030722
1;030725
1;030728
1;030731
1;030732
1;030733
1;030738
1;030740
1;030742
1;030747
1;030748
1;030749
1;030750
1;030753
1;030760
1;030762
1;030763
1;030764
1;030768
1;030769
1;030777
1;030778
1;030785
1;030787
1;030788
1;030791
1;030793
1;030797
1;030798
1;030800
1;030814
1;030815
1;030817
1;030823
1;030827
1;030831
1;030832
1;030837
1;030840
1;030842
1;030845
1;030846
1;030847
1;030850
1;030851
1;030855
1;030858
1;030864
1;030873
1;030875
1;030876
1;030878
1;030881
1;030883
1;030885
1;030886
1;030887
1;030892
1;030896
1;030898
1;030904
1;030907
1;030912
1;030919
1;030920
1;030921
1;030926
1;030929
1;030932
1;030936
1;030937
1;030943
1;030944
1;030945
1;030950
1;030952
1;030953
1;030956
1;030962
1;030965
1;030966
1;030967
1;030968
1;030970
1;030974
1;030979
1;030981
1;030983
1;030984
1;030986
1;030992
1;030995
1;031000
1;031002
1;031003
1;031004
1;031011
1;031012
1;031013
1;031014
1;031018
1;031024
1;031026
1;031029
1;031030
1;031031
1;031033
1;031034
1;031037
1;031039
1;031040
1;031041
1;031046
1;031047
1;031051
1;031053
1;031057
1;031058
1;031059
1;031062
1;031065
1;031068
1;031069
1;031071
1;031072
1;031075
1;031076
1;031079
1;031081
1;031082
1;031083
1;031085
1;031086
1;031099
1;031105
1;031111
1;031113
1;031114
1;031115
1;031116
1;031118
1;031119
1;031121
1;031122
1;031123
1;031125
1;031160
1;031162
1;031165
1;031168
1;031172
1;031173
1;031174
1;031177
1;031178
1;031179
1;031180
1;031185
1;031189
1;031191
1;031192
1;031196
1;031197
1;031199
1;031201
1;031203
1;031204
1;031205
1;031206
1;031208
1;031209
1;031210
1;031215
1;031224
1;031226
1;031231
1;031234
1;031236
1;031238
1;031241
1;031243
1;031248
1;031254
1;031256
1;031259
1;031265
1;031268
1;031280
1;031311
1;031312
1;031313
1;031314
1;031315
1;031319
1;031320
1;031323
1;031331
1;031333
1;031334
1;031341
1;031352
1;031353
1;031355
1;031359
1;031361
1;031362
1;031364
1;031366
1;031367
1;031368
1;031369
1;031370
1;031377
1;031381
1;031385
1;031390
1;031391
1;031397
1;031405
1;031412
1;031414
1;031418
1;031419
1;031420
1;031425
1;031426
1;031429
1;031431
1;031433
1;031434
1;031436
1;031440
1;031451
1;031460
1;031464
1;031466
1;031474
1;031481
1;031482
1;031485
1;031487
1;031496
1;031497
1;031498
1;031500
1;031502
1;031507
1;031508
1;031509
1;031522
1;031528
1;031546
1;031550
1;031557
1;031562
1;031568
1;031576
1;031579
1;031584
1;031596
1;031597
1;031598
1;031599
1;031601
1;031602
1;031603
1;031604
1;031605
1;031607
1;031609
1;031612
1;031619
1;031620
1;031622
1;031623
1;031625
1;031627
1;031629
1;031649
1;031660
1;031678
1;031681
1;031686
1;031689
1;031695
1;031704
1;031708
1;031711
1;031712
1;031717
1;031725
1;031728
1;031729
1;031730
1;031731
1;031732
1;031733
1;031739
1;031742
1;031747
1;031748
1;031752
1;031753
1;031754
1;031757
1;031758
1;031759
1;031760
1;031761
1;031763
1;031764
1;031765
1;031767
1;031769
1;031773
1;031781
1;031784
1;031785
1;031786
1;031790
1;031791
1;031793
1;031801
1;031802
1;031804
1;031831
1;031835
1;031838
1;031841
1;031852
1;031854
1;031855
1;031858
1;031861
1;031862
1;031863
1;031868
1;031872
1;031876
1;031891
1;031892
1;031893
1;031900
1;031902
1;031903
1;031905
1;031906
1;031909
1;031934
1;031936
1;031939
1;031940
1;031942
1;031947
1;031948
1;031955
1;031965
1;031974
1;031975
1;031976
1;031978
1;031979
1;031981
1;031982
1;031983
1;031984
1;031985
1;031986
1;031987
1;031988
1;031989
1;031990
1;031991
1;031992
1;031993
1;031998
1;032005
1;032007
1;032008
1;032010
1;032013
1;032015
1;032017
1;032020
1;032021
1;032022
1;032023
1;032024
1;032025
1;032027
1;032028
1;032029
1;032031
1;032033
1;032034
1;032035
1;032036
1;032038
1;032039
1;032042
1;032047
1;032049
1;032051
1;032052
1;032055
1;032056
1;032057
1;032059
1;032063
1;032064
1;032067
1;032068
1;032069
1;032073
1;032074
1;032075
1;032078
1;032080
1;032086
1;032088
1;032095
1;032096
1;032098
1;032099
1;032101
1;032102
1;032104
1;032106
1;032110
1;032112
1;032122
1;032123
1;032125
1;032129
1;032132
1;032133
1;032134
1;032135
1;032136
1;032138
1;032139
1;032141
1;032143
1;032148
1;032149
1;032152
1;032154
1;032155
1;032156
1;032157
1;032159
1;032162
1;032163
1;032166
1;032167
1;032169
1;032170
1;032171
1;032172
1;032173
1;032174
1;032175
1;032178
1;032180
1;032183
1;032185
1;032187
1;032188
1;032189
1;032190
1;032191
1;032193
1;032195
1;032196
1;032198
1;032202
1;032203
1;032209
1;032210
1;032211
1;032213
1;032215
1;032216
1;032218
1;032220
1;032221
1;032224
1;032240
1;032244
1;032252
1;032254
1;032255
1;032257
1;032258
1;032260
1;032261
1;032263
1;032264
1;032265
1;032266
1;032267
1;032269
1;032271
1;032272
1;032273
1;032274
1;032275
1;032279
1;032280
1;032282
1;032285
1;032297
1;032301
1;032328
1;032329
1;032331
1;032333
1;032336
1;032341
1;032343
1;032346
1;032348
1;032353
1;032354
1;032357
1;032358
1;032359
1;032361
1;032367
1;032368
1;032369
1;032370
1;032374
1;032375
1;032377
1;032379
1;032380
1;032382
1;032384
1;032386
1;032389
1;032391
1;032393
1;032401
1;032430
1;032431
1;032432
1;032435
1;032438
1;032445
1;032446
1;032453
1;032454
1;032456
1;032457
1;032462
1;032463
1;032464
1;032466
1;032467
1;032469
1;032470
1;032507
1;032515
1;032527
1;032530
1;032533
1;032535
1;032537
1;032545
1;032561
1;032562
1;032570
1;032580
1;032581
1;032582
1;032586
1;032606
1;032614
1;032616
1;032620
1;032621
1;032624
1;032629
1;032630
1;032631
1;032632
1;032633
1;032634
1;032635
1;032636
1;032637
1;032642
1;032643
1;032645
1;032647
1;032648
1;032649
1;032650
1;032658
1;032661
1;032662
1;032663
1;032664
1;032665
1;032668
1;032670
1;032671
1;032675
1;032676
1;032677
1;032678
1;032681
1;032684
1;032685
1;032686
1;032687
1;032688
1;032690
1;032691
1;032692
1;032693
1;032696
1;032697
1;032698
1;032701
1;032702
1;032708
1;032711
1;032714
1;032717
1;032718
1;032720
1;032722
1;032725
1;032726
1;032727
1;032730
1;032732
1;032735
1;032746
1;032747
1;032748
1;032749
1;032750
1;032752
1;032754
1;032755
1;032756
1;032757
1;032758
1;032759
1;032760
1;032761
1;032766
1;032767
1;032771
1;032772
1;032774
1;032779
1;032780
1;032786
1;032787
1;032791
1;032793
1;032794
1;032795
1;032802
1;032803
1;032804
1;032805
1;032809
1;032815
1;032816
1;032817
1;032819
1;032820
1;032823
1;032824
1;032825
1;032826
1;032827
1;032832
1;032833
1;032842
1;032843
1;032844
1;032845
1;032846
1;032848
1;032849
1;032850
1;032853
1;032854
1;032856
1;032857
1;032861
1;032865
1;032868
1;032869
1;032870
1;032871
1;032872
1;032873
1;032874
1;032875
1;032876
1;032878
1;032879
1;032880
1;032882
1;032884
1;032887
1;032888
1;032889
1;032891
1;032892
1;032893
1;032894
1;032895
1;032897
1;032901
1;032903
1;032904
1;032907
1;032909
1;032913
1;032914
1;032916
1;032917
1;032919
1;032921
1;032926
1;032930
1;032931
1;032933
1;032934
1;032935
1;032936
1;032938
1;032940
1;032941
1;032942
1;032945
1;032946
1;032947
1;032949
1;032950
1;032955
1;032956
1;032957
1;032958
1;032962
1;032964
1;032967
1;032970
1;032971
1;032972
1;032973
1;032975
1;032979
1;032980
1;032981
1;032982
1;032984
1;032985
1;032987
1;032988
1;032990
1;032991
1;032993
1;032995
1;032997
1;032998
1;033000
1;033004
1;033005
1;033006
1;033008
1;033010
1;033012
1;033013
1;033014
1;033017
1;033018
1;033019
1;033021
1;033023
1;033026
1;033027
1;033030
1;033032
1;033034
1;033035
1;033036
1;033037
1;033038
1;033039
1;033041
1;033043
1;033046
1;033051
1;033053
1;033055
1;033056
1;033060
1;033061
1;033063
1;033065
1;033066
1;033067
1;033069
1;033075
1;033078
1;033079
1;033083
1;033085
1;033087
1;033089
1;033090
1;033091
1;033095
1;033096
1;033097
1;033098
1;033099
1;033108
1;033111
1;033112
1;033115
1;033118
1;033120
1;033122
1;033123
1;033125
1;033128
1;033131
1;033136
1;033137
1;033138
1;033140
1;033142
1;033143
1;033144
1;033147
1;033148
1;033149
1;033151
1;033153
1;033157
1;033161
1;033165
1;033166
1;033167
1;033168
1;033169
1;033170
1;033171
1;033172
1;033174
1;033176
1;033178
1;033181
1;033183
1;033185
1;033186
1;033189
1;033190
1;033192
1;033193
1;033194
1;033195
1;033199
1;033200
1;033201
1;033202
1;033203
1;033204
1;033205
1;033207
1;033208
1;033209
1;033210
1;033213
1;033214
1;033215
1;033216
1;033217
1;033218
1;033220
1;033221
1;033222
1;033223
1;033224
1;033225
1;033226
1;033227
1;033228
1;033229
1;033230
1;033231
1;033232
1;033233
1;033234
1;033235
1;033236
1;033237
1;033238
1;033239
1;033240
1;033241
1;033242
1;033243
1;033244
1;033245
1;033246
1;033247
1;033249
1;033250
1;033251
1;033252
1;033253
1;033254
1;033255
1;033256
1;033257
1;033258
1;033259
1;033261
1;033263
1;033264
1;033265
1;033266
1;033267
1;033268
1;033269
1;033270
1;033272
1;033273
1;033274
1;033275
1;033276
1;033277
1;033278
1;033279
1;033280
1;033283
1;033284
1;033285
1;033289
1;033290
1;033293
1;033296
1;033297
1;033300
1;033301
1;033302
1;033308
1;033313
1;033317
1;033323
1;033326
1;033328
1;033330
1;033332
1;033333
1;033334
1;033336
1;033337
1;033338
1;033341
1;033343
1;033347
1;033354
1;033356
1;033359
1;033362
1;033364
